Employer,JobTitle,Wage,City,State
"MEDULLAN, INC.","ASSOCIATE PROJECT MANAGER",72000,CAMBRIDGE,MA
"RENEWABLE CONCEPT, INC.","DIRECTOR, WIND ENERGY TOWER PROJECT & UK DEVELOPME",95000,ALTOONA,KS
"MICROSOFT CORPORATION","SENIOR PROGRAM MANAGER",144040,BELLEVUE,WA
"RITE PROS INC","PROJECT MANAGER",80000,PORTLAND,ME
"MICROSOFT CORPORATION","PROGRAM MANAGER",100000,REDMOND,WA
"APPLE INC.","PROJECT MANAGER",120000,CUPERTINO,CA
"MICROSOFT CORPORATION","PROGRAM MANAGER",100000,REDMOND,WA
"IRIDIUM CONSULTING LLC","PROJECT MANAGER",75000,"NEW YORK",NY
"MICROSOFT CORPORATION","PRODUCT MANAGER",112000,REDMOND,WA
"MICROSOFT CORPORATION","SENIOR PROGRAM MANAGER LEAD",131400,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",106772,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",113298,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",122528,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",100000,BELLEVUE,WA
"SAP AMERICA, INC.","SAP EXECUTIVE LIAISON TO ASUG",113789,ATLANTA,GA
"DIVENSI INC.","PROJECT MANAGER",71989,BELLEVUE,WA
"YA ZHOU WEN HUA ENTERPRISES LTD.(N.Y.)","DIRECTOR - CULTURAL PROGRAMS",70000,"NEW YORK",NY
"DIVENSI INC.","PROJECT MANAGER",71989,BELLEVUE,WA
"VECNA TECHNOLOGIES, INC.","PRODUCT MANAGER",95035,GREENBELT,MD
"AMNEAL PHARMACEUTICALS OF NEW YORK LLC","REGULATORY AFFAIRS, SENIOR MANAGER",87000,HAUPPAUGE,NY
"VERVEBA TELECOM LLC","RF MANAGER",72675,RICHARDSON,TX
"DIVENSI INC.","PROJECT MANAGER",71989,BELLEVUE,WA
"SHINEWELL TECHNOLOGIES INC.","PROJECT MANAGER",74000,MORRISVILLE,NC
"COLGATE-PALMOLIVE COMPANY","ASSISTANT BRAND MANAGER",95000,"NEW YORK",NY
"SIGMA INTERNATIONAL, INC.","GLOBAL SUPPLY CHAIN MANAGER",50000,LIVONIA,MI
"SHINEWELL TECHNOLOGIES INC.","PROJECT MANAGER",74000,MORRISVILLE,NC
"LOUIS M. GERSON CO., INC.","DIRECTOR OF REGULATORY AFFAIRS",80000,MIDDLEBORO,MA
"MICROSOFT CORPORATION","PROGRAM MANAGER",111930,BELLEVUE,WA
"TATAS NATURAL ALCHEMY LLC","INTERNATIONAL ACCOUNTANT AND REGULATORY MANAGER",50000,WHITING,VT
"BROKEN HILL PROPRIETARY (USA), INC.","MANAGER COMPLIANCE",230000,HOUSTON,TX
"MEDISCA INC.","BUSINESS DEVELOPMENT MANAGER",120000,GAINESVILLE,FL
"INDUSTRIAL CONTROL CONCEPT INC","EXECUTIVE PROJECT MANAGER",120000,"ST. LOUIS",MO
"IRTANKI INC","BUSINESS MANAGER",78000,"NEW ORLEANS",LA
"CHARLES AND LYNN SCHUSTERMAN FAMILY FOUNDATION","PROGRAM OFFICER",72000,ATLANTA,GA
"WAL-MART ASSOCIATES, INC.","PROJECT MANAGER",72000,BENTONVILLE,AR
"CHARLES AND LYNN SCHUSTERMAN FAMILY FOUNDATION","PROGRAM OFFICER",72000,ATLANTA,GA
"ACUTEC PRECISION MACHINING, INC.","COMPLIANCE MANAGER",52000,SAEGERTOWN,PA
"BEIERSDORF, INC.","SUPPLY PLANNER",70000,WILTON,CT
"INDEPENDENT PURCHASING COOPERATIVE, INC.","PURCHASING AND SUPPLY MANAGER",120000,MIAMI,FL
"GLOBAL HEALTH STRATEGIES, LLC",MANAGER,70000,"NEW YORK",NY
"BLUEMOUNTAIN CAPITAL MANAGEMENT LLC","PORTFOLIO MANAGER",200000,"NEW YORK",NY
"COLGATE-PALMOLIVE COMPANY","ASSISTANT BRAND MANAGER",95000,"NEW YORK",NY
"MICROSOFT CORPORATION","PROGRAM MANAGER 2",126000,BELLEVUE,WA
"FREUDENBERG-NOK GENERAL PARTNERSHIP","COMMODITY MANAGER I",61000,PLYMOUTH,MI
"OVED APPAREL CORPORATION","PRODUCTION/SOURCING AND COMPLIANCE MANAGER",100000,"NEW YORK",NY
"MICROSOFT CORPORATION","PROGRAM MANAGER",100000,REDMOND,WA
"MICROSOFT CORPORATION","SENIOR PROGRAM MANAGER",141517,REDMOND,WA
"CARL KARCHER ENTERPRISES INC.","SENIOR FRANCHISE OPERATIONS MANAGER",71552,MIAMI,FL
"CARL KARCHER ENTERPRISES INC.","SENIOR FRANCHISE OPERATIONS MANAGER",71552,MIAMI,FL
"MICROSOFT CORPORATION","PROGRAM MANAGER",108373,REDMOND,WA
"ISLAND TENNIS, L.P.","MANAGER, TENNIS OPERATIONS",68000,"EAST QUOGUE",NY
"ESPIRITO SANTO BANK","ACCOUNT RELATIONS MANAGER",60000,MIAMI,FL
"SUNRISE SENIOR LIVING INC.","DIRECTOR OF QUALITY ASSURANCE",101715.64,MCLEAN,VA
"MICROSOFT CORPORATION","IT PROGRAM MANAGER",87000,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",103799,REDMOND,WA
"MICROSOFT CORPORATION","BUSINESS DEVELOPMENT MANAGER",118000,REDMOND,WA
"IMPERIAL AUTO INDUSTRIES CORPORATION","ASSOCIATE SUPPLY CHAIN MANAGER",60070,"SHELBY TOWNSHIP",MI
"MP CHEMICALS","QUALITY ASSURANCE MANAGER",65000,MIAMI,FL
"CITICORP NORTH AMERICA, INC.","REGULATORY RISK SENIOR MANAGER",130000,"JERSEY CITY",NJ
"FOXCONN EMS, INC","BUSINESS PROGRAM MANAGER",90000,CUPERTINO,CA
"BREVAN HOWARD US INVESTMENT MANAGEMENT LP","INVESTMENT PORTFOLIO MANAGER",200000,"NEW YORK",NY
"MEDULLAN, INC.","ASSOCIATE PROJECT MANAGER",72000,CAMBRIDGE,MA
"CAVALIER IT INC.","PROJECT MANAGER",70000,CHICAGO,IL
"AXIOM RESOURCE PARTNERS LLC","INVESTMENT FUND MANAGER",75000,SHREVEPORT,LA
"ACACIA RESEARCH GROUP, LLC","VICE PRESIDENT, LEGAL DIVISION",225000,"NEWPORT BEACH",CA
"MICROSOFT CORPORATION","SENIOR PROGRAM MANAGER",155040,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",127098,BELLEVUE,WA
"LAURUS CORP.","VP OF CAPITAL MARKETS - LATIN AMERICA",80000,"LOS ANGELES",CA
"FANTASIA TRADING LLC","BUSINESS DEVELOPMENT MANAGER, BIOTECHNOLGY",90000,"SANTA CLARA",CA
"PACIFIC DIRECT INCORPORATED","VICE PRESIDENT SUPPLY CHAIN",65000,"DES PLAINES",IL
"FOXCONN EMS, INC","BUSINESS PROGRAM MANAGER",90000,CUPERTINO,CA
"WEISBROD'S PHARMACY,L.L.C","PHARMACY MANAGER",72904,NEWARK,NJ
"MARINER INVESTMENT GROUP LLC","INVESTMENT ANALYST",110000,"NEW YORK",NY
"BEYOND MANAGEMENT GROUP, INC.","HOSPITALITY MANAGER",26000,ATLANTA,GA
"ESPIRITO SANTO BANK","TRADE FINANCE OFFICER",65000,MIAMI,FL
"SHISEIDO AMERICAS CORPORATION","MANAGER, FORECASTING",64281.62,"NEW YORK",NY
"MICROSOFT CORPORATION","PROGRAM MANAGER",108638,REDMOND,WA
"BREVAN HOWARD US INVESTMENT MANAGEMENT LP","INVESTMENT PORTFOLIO MANAGER",300000,"NEW YORK",NY
"MICROSOFT CORPORATION","IT OPERATIONS PROGRAM MANAGER 2",106000,REDMOND,WA
"FOXCONN ASSEMBLY LLC","PROCESS ENGINEERING MANAGER",76253,HOUSTON,TX
"ACACIA RESEARCH GROUP, LLC","VICE PRESIDENT, ENGINEERING",235000,PLANO,TX
"SERVICE CONCIERGE, INC.","BUSINESS DEVELOPMENT MANAGER",67000,"NEWPORT BEACH",CA
"MEDICAL BUSINESS BUREAU, LLC","VICE PRESIDENT OF CERTIFICATION COMPLIANCE",60800,MISHAWAKA,IN
"ORDER OF MALTA WORLDWIDE RELIEF MALTESER INTERNATI","SENIOR DESK OFFICER, LATIN AMERICA",60000,"CORAL GABLES",FL
"PACIFIC DIRECT INCORPORATED","VICE PRESIDENT SUPPLY CHAIN",65000,"DES PLAINES",IL
"MURPHY-BROWN LLC","SUPPLY CHAIN QUALITY SPECIALIST",45900,"ROSE HILL",NC
"ETECHNOLOGIEN CORPORATION","HOSPITALITY MANAGER",26000,ATLANTA,GA
"SPONTANEOUS NETWORKS LLC","HOSPITALITY MANAGER",26000,ATLANTA,GA
"PAMEDGE, INC.","HOSPITALITY MANAGER",26000,ATLANTA,GA
"BEYOND MANAGEMENT GROUP, INC.","HOSPITALITY MANAGER",26000,ATLANTA,GA
"AFOUR TECHNOLOGIES, INC.","PROJECT MANAGER",72000,REDMOND,WA
"PACIFIC DIRECT INCORPORATED","VICE PRESIDENT SUPPLY CHAIN",85000,"DES PLAINES",IL
"GSMA LIMITED","SENIOR COUNSEL",190000,ATLANTA,GA
"SIEMENS INDUSTRY, INC.","QUALITY MANAGEMENT",117400,"COLORADO SPRINGS",CO
"SIEMENS INDUSTRY, INC.","VP PROCUREMENT",215000,LOWELL,MA
"PIZZEY CAPITAL MANAGEMENT (US) LP","PORTFOLIO MANAGER",160000,STAMFORD,CT
"MICROSOFT CORPORATION","SENIOR PROGRAM MANAGER",145422,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",100000,BELLEVUE,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",111797,REDMOND,WA
"MICROSOFT CORPORATION","SENIOR PROGRAM MANAGER",148000,BELLEVUE,WA
"ALLTOUR OF AMERICA, INC","COMPLIANCE MANAGER",54226,ORLANDO,FL
"OCCIPITAL, INC.","SUPPLY CHAIN MANAGER",85779,"SAN FRANCISCO",CA
"WHM REVERE LLC","DIRECTOR OF ROOMS",53061,CHICAGO,IL
"STAGE 2 CONTRACT ENGINEERING, LLC","SUPPLY CHAIN PROCUREMENT BUYER",80000,"FARMINGTON HILLS",MI
"VISTRA (NEW YORK), INC.","COMMERCIAL DIRECTOR",170000,"NEW YORK",NY
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.","PROJECT MANAGER/CONSULTANT",74883,REDLANDS,CA
"W&O SUPPLY, INC.","PROJECT MANAGER",82400,JACKSONVILLE,FL
"ASCENSION HEALTH","MANAGER, SUPPLY CHAIN MANAGEMENT- SYMPHONY DEPLOYM",115000,"ST. LOUIS",MO
"U.S. PET NUTRITION, LLC","DOMESTIC PROJECT MANAGER",51605,LYONS,GA
"MICROSOFT CORPORATION","PROGRAM MANAGER",95000,REDMOND,WA
"AMAZON CORPORATE LLC","SR. MANAGER, PROGRAM MANAGEMENT",136300,SEATTLE,WA
"EMPIRE LIGHTING INC","LIGHTING OPERATIONS MANAGER",71989,STANWOOD,WA
ALIPHCOM,"SENIOR DIRECTOR, MANUFACTURING AND DEMAND PLANNING",180000,"SAN FRANCISCO",CA
"MICROSOFT CORPORATION","PROGRAM MANAGER",105287,REDMOND,WA
"MICROSOFT CORPORATION","IT OPS PROGRAM MANAGER",102511,REDMOND,WA
"NATIONAL CONSOLIDATED INVESTMENT REALTY INC.","INVESTMENT FINANCE MANAGER",76440,PASADENA,CA
"BITCASA , INC.","SENIOR PRODUCT MANAGER",135000,"MOUNTAIN VIEW",CA
"MICROSOFT CORPORATION","PROGRAM MANAGER",100000,BELLEVUE,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",135000,BELLEVUE,WA
"MICROSOFT CORPORATION","SENIOR PROGRAM MANAGER",132187,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",111741,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",103163,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",114789,BELLEVUE,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",110011,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",111420,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",108789,REDMOND,WA
"MICROSOFT CORPORATION","PRINCIPAL PROGRAM MANAGER",190783,REDMOND,WA
"ALCOA, INC.","GLOBAL SOURCING MANAGER",110000,PITTSBURGH,PA
"INTERBEVERAGE, LLC","OPERATION MANAGER",45000,MIAMI,FL
"MICROSOFT CORPORATION","SENIOR LEAD PROGRAM MANAGER",141957,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",100000,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",102603,REDMOND,WA
"MICROSOFT CORPORATION","SENIOR PROGRAM MANAGER",138455,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",121297,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",120804,BELLEVUE,WA
"MOKAMEDIA PARTNERS LLC","SENIOR IT PROJECT MANAGER",85000,HOBOKEN,NJ
"I28 TECHNOLOGIES CORPORATION","QA PROJECT MANAGER",73900,ISELIN,NJ
"WASSERMAN MEDIA GROUP LLC","SENIOR VICE PRESIDENT, CONSULTING",200000,"LOS ANGELES",CA
"TURNBERRY OCEAN COLONY MASTER ASSOCIATION, INC.","ASSISTANT SPA DIRECTOR",52000,"SUNNY ISLES BEACH",FL
"IMMUCOR, INC.","SENIOR INTERNATIONAL REGULATORY SPECIALIST",90000,NORCROSS,GA
"ENDO PHARMACEUTICALS INC.","DRUG SAFETY AGGREGATE REPORT MANAGER",92000,MALVERN,PA
"VERIZON DATA SERVICES LLC","MANAGER (SYTEMS ENGINEERING)",124421,PISCATAWAY,NJ
"MICROSOFT CORPORATION","PROGRAM MANAGER",116352,BELLEVUE,WA
"ISLAND TENNIS, LP","MANAGER, TENNIS OPERATIONS",70000,MAMARONECK,NY
"MICROSOFT CORPORATION","PROGRAM MANAGER",118825,REDMOND,WA
"COVANCE LABORATORIES INC.","PATHOLOGY MANAGER",103126,MADISON,WI
"TRI-UNION SEAFOODS LLC","DIRECTOR QUALITY ASSURANCE & REGULATORY COMPLIANCE",125000,"SAN DIEGO",CA
"PACTERA TECHNOLOGIES NA, INC","INTERNATIONAL PROJECT MANAGER (LOCALIZATION PM)",89440,REDMOND,WA
"FAT ANNIES TRUCK STOP","REGULATORY AFFAIRS MANAGER",80000,"NEW YORK",NY
"ISLAND TENNIS, L.P.","MANAGER, TENNIS OPERATIONS",68000,MASSAPEQUA,NY
"CALIFORNIA COMFORT SYSTEMS INC.",MANAGER,100000,"SAN DIEGO",CA
"APPLE INC.","SUPPLY DEMAND PLANNER",91894,AUSTIN,TX
"MPG WORLDWIDE, LLC","VICE PRESIDENT, INTERNATIONAL RESEARCH",140000,"CULVER CITY",CA
"BECKMAN COULTER, INC.","DIRECTOR, POST MARKET SURVEILLANCE",185000,BREA,CA
"XL MARKETING CORPORATION","DIRECTOR, CLIENT SERVICES",135000,"NEW YORK",NY
"CAYLEY AEROSPACE INC",MANAGER,80000,LYNNWOOD,WA
"ASCENSION HEALTH","MANAGER, SUPPLY CHAIN MANAGEMENT - SYMPHONY DEPLOY",115000,"ST. LOUIS",MO
"YANTAI WANHUA AMERICA CO., LTD.","SUPPLY CHAIN MANAGER",77250,MEDIA,PA
"SUNSTAR AMERICAS, INC.","REGULATORY AFFAIRS SPECIALIST",53061,CHICAGO,IL
"ZOTOS INTERNATIONAL INC.","MANAGER, SUPPLY CHAIN",69006,GENEVA,NY
"MICROSOFT CORPORATION","PROGRAM MANAGER",80718,REDMOND,WA
"GLAZER'S, INC.","MANAGER STRATEGIC PROJECTS, TEXAS OPERATIONS",100000,DALLAS,TX
"APPLE INC.","TECHNICAL PROGRAM MANAGER",126152,CUPERTINO,CA
"SEADRILL AMERICAS INC","CORPORATE LOGISTICS & COMPLIANCE MANAGER",148699,HOUSTON,TX
"VERIZON DATA SERVICES LLC","MANAGER (SYTEMS ENGINEERING)",124421,"BASKING RIDGE",NJ
"SHISEIDO AMERICAS CORPORATION","MANAGER, FORECASTING",64281.62,"NEW YORK",NY
"CAYLEY AEROSPACE INC",MANAGER,80000,LYNNWOOD,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",119253,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER 2",113000,REDMOND,WA
"SHISEIDO AMERICAS CORPORATION","MANAGER, FORECASTING",67352.22,"NEW YORK",NY
"LENEL SYSTEMS INTERNATIONAL, INC.","STRATEGIC PRICING MANAGER",86382,PITTSFORD,NY
"MICROSOFT CORPORATION","PROGRAM MANAGER",115825,REDMOND,WA
"HEIFER PROJECT INTERNATIONAL","VICE PRESIDENT-PARTNERSHIPS & BUSINESS DEVELOPMENT",94536,"LITTLE ROCK",AR
"MICROSOFT CORPORATION","PRODUCT INTELLIGENCE MANAGER",100000,"SAN FRANCISCO",CA
"MICROSOFT CORPORATION","CORPORATE DEVELOPMENT MANAGER",100000,REDMOND,WA
"INNOVATIONS FOR POVERTY ACTION","DIRECTOR OF GRANTS",80004,"NEW HAVEN",CT
"SB MFG LLC","ENGINEERING MANAGER",65000,"DADE CITY",FL
"MICROSOFT CORPORATION","PROGRAM MANAGER",100000,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",104811,REDMOND,WA
"SEARS HOLDINGS MANAGEMENT CORPORATION","PROJECT MANAGER, IMPROVEMENT SYSTEMS AND SUPPORT",94000,"HOFFMAN ESTATES",IL
"BAKER HUGHES INCORPORATED","MANAGER INVENTORY",87000,HOUSTON,TX
"ALPHADYNE ASSET MANAGEMENT","CHIEF INVESTMENT OFFICER",175000,"NEW YORK",NY
"MICROSOFT CORPORATION","PROGRAM MANAGER",129451,BELLEVUE,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER 2",130623,SUNNYVALE,CA
"MICROSOFT CORPORATION","PROGRAM MANAGER 2",112907.4,REDMOND,WA
"NATUREBOX, INC.","SENIOR MANAGER OF FINANCE & STRATEGY",96000,"SAN CARLOS",CA
"BIOGEN IDEC, INC.","ASSOCIATE DIRECTOR, DEVELOPMENT PLANNING",175165.12,WESTON,MA
"ATLAS COFFEE IMPORTERS, LLC","DIRECTOR OF SUPPLY CHAIN/STRATEGY ADVISOR",126922,SEATTLE,WA
"HUF NORTH AMERICA AUTOMOTIVE PARTS MANUFACTURING,","SUPPLY CHAIN ANALYST",48963,GREENEVILLE,TN
"MICROSOFT CORPORATION","PROGRAM MANAGER",108000,REDMOND,WA
"STRATEGISM, INC.","SUPPLY CHAIN MANAGEMENT-PROJECT MANAGER",88837,FREMONT,CA
"APPLE INC.","PROCUREMENT MANAGER",160000,CUPERTINO,CA
"APPLE INC.","SOFTWARE ENGINEER APPS MANAGER",147000,CUPERTINO,CA
"APPLE INC.","SOFTWARE DEVELOP MANAGER",178000,CUPERTINO,CA
"APPLE INC.","COMMODITY SPEC MANAGER",135744,CUPERTINO,CA
"APPLE INC.","GRAPHIC ARTS MANAGER",165000,CUPERTINO,CA
"APPLE INC.","SUPPLY DEMAND PLAN MANAGER",140333,CUPERTINO,CA
"CMIC CMO USA CORPORATION","ASSISTANT PRODUCATION MANAGER",74500,CRANBURY,NJ
"MICROSOFT CORPORATION","SENIOR PROGRAM MANAGER LEAD",150000,BELLEVUE,WA
"MICROSOFT CORPORATION","SENIOR PROGRAM MANAGER",130190,REDMOND,WA
"UNIVERSITY OF WISCONSIN-STEVENS POINT","DIRECTOR, UNSPECIFIED",104970,"STEVENS POINT",WI
"APPLE INC.","COMMODITY SPEC MANAGER",128400,CUPERTINO,CA
"APPLE INC.","HARDWARE DEVELOP MANAGER",132300,CUPERTINO,CA
"DEUTZ CORPORATION","COMPLIANCE MANAGER",82728,NORCROSS,GA
"SOLARCITY CORPORATION","EXECUTIVE VICE PRESIDENT OF OPERATIONS",250000,"SAN MATEO",CA
"ARRIS SOLUTIONS, INC.","BUSINESS OPERATIONS MANAGER",84237,HORSHAM,PA
"MICROSOFT CORPORATION","PRODUCT INTELLIGENCE MANAGER 2",126500,REDMOND,WA
"COLUMBUS IT PARTNER USA, INC.","SERVICE DIRECTOR",100693,FREDERICK,MD
"BPI GROUP LLC","SENIOR MANAGER",75067,CHICAGO,IL
"MICROSOFT CORPORATION","SENIOR PROGRAM MANAGER",142000,REDMOND,WA
"AMERICAN AIRLINES, INC.","MANAGER, BUSINESS PLANNING",115000,"FORT WORTH",TX
"EASTMAN CHEMICAL COMPANY","CORPORATE STRATEGY MANAGER",102000,KINGSPORT,TN
"AMERICAN AIRLINES, INC.","INTERNATIONAL REVENUE MANAGER",109000,"FORT WORTH",TX
"R.A. PEARSON COMPANY","SUPPLY CHAIN MANAGER",120000,SPOKANE,WA
"MICROSOFT CORPORATION","SENIOR PRODUCER",146366,KIRKLAND,WA
"SAP GLOBAL MARKETING, INC.","SAP EXECUTIVE LIAISON TO ASUG",113789,ATLANTA,GA
"MICROSOFT CORPORATION","PROGRAM MANAGER",131201,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",115000,BELLEVUE,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",120175,BELLEVUE,WA
"ZS ASSOCIATES, INC.","BUSINESS CONSULTANT",140500,PRINCETON,NJ
"APPLE INC.","COMMODITY SPEC MANAGER",140400,CUPERTINO,CA
"MICROSOFT CORPORATION","OPERATIONS PROGRAM MANAGER",104279,BELLEVUE,WA
"BLUECREST CAPITAL MANAGEMENT (NEW YORK), L.P.","PORTFOLIO MANAGER",250000,"NEW YORK",NY
"MICROSOFT CORPORATION","SENIOR PROGRAM MANAGER",139002,REDMOND,WA
"APPLE INC.","TECHNICAL PROGRAM MANAGER",125000,CUPERTINO,CA
"MICROSOFT CORPORATION","PROGRAM MANAGER",110160,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",108895,REDMOND,WA
"VERIZON DATA SERVICES LLC","MANAGER-SYSTEMS ENGINEERING (SOFTWARE ENGINEER)",113854,ASHBURN,VA
"MICROSOFT CORPORATION","STRATEGY MANAGER",90000,REDMOND,WA
"MICROSOFT CORPORATION","SENIOR PARTNER/CHANNEL MARKETING MANAGER",122201,REDMOND,WA
"PFIZER INC","DIRECTOR, BUSINESS INTELLIGENCE SUPPLY CHAIN PLANN",131581,COLLEGEVILLE,PA
"ADEPT MANAGEMENT LIMITED","SENIOR VICE PRESIDENT",177351,CARLSBAD,CA
"TDW SERVICES, INC.","MANAGER, INFORMATION TECHNOLOGY",110869.2,HOUSTON,TX
"SAFWAY ATLANTIC LLC","GENERAL COMPLIANCE & OPERATIONS MANAGER",95992,CARLSTADT,NJ
"N.V. PERRICONE LLC","MANAGER, OPERATIONS ANALYSIS AND REPORTING",65000,MERIDEN,CT
"CURTISS-WRIGHT CONTROLS INTEGRATED SENSING INC.","SENIIOR MATERIALS MANAGER",82000,TEMPE,AZ
"PEAK SECURITY PLUS INC.","SECURITY  MANAGER",69805,BROOKLYN,NY
"APPLE INC.","COMMODITY SPEC MANAGER",125000,CUPERTINO,CA
"MICROSOFT CORPORATION","PROGRAM MANAGER",113000,REDMOND,WA
"TORY BURCH, LLC","PRODUCTION ASSOCIATE, EU",69805,"NEW YORK",NY
"THE 86 CO. F/K/A EAST SIDE NOISE & SPIRITS LLC","CHIEF FINANCIAL OFFICER / OPERATIONS",80000,"NEW YORK",NY
"MICROSOFT CORPORATION","SENIOR PROGRAM MANAGER",145425,BELLEVUE,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",111427,REDMOND,WA
"APPLE INC.","GOLBAL SUPPLY MANAGER",125000,CUPERTINO,CA
"SURGICAL CARE AFFILIATES, LLC","SUPPLY CHAIN INTEGRATION AND TRAINING MANAGER",81420.3,WESTLAKE,OH
"SWEDEN UNLIMITED LLC","E-COMMERCE PROJECT MANAGER",75000,"NEW YORK",NY
"ZS ASSOCIATES, INC.","PROJECT MANAGER",133000,"THOUSAND OAKS",CA
"MICROSOFT CORPORATION","SECURITY PROGRAM MANAGER",112352,REDMOND,WA
"COMPUPOINT USA LLC","EHMS COMPLIANCE OFFICER",51000,NORCROSS,GA
"BEYOND MANAGEMENT INC.","HOSPITALITY MANAGER",26000,NORCROSS,GA
"SEARS HOLDINGS MANAGEMENT CORPORATION","SENIOR PROJECT MANAGER",94000,"HOFFMAN ESTATES",IL
"MICROSOFT CORPORATION","FIELD COMPENSATION MANAGER",111559,REDMOND,WA
"MICROSOFT CORPORATION","PROJECT MANAGER",110000,REDMOND,WA
"ZS ASSOCIATES, INC.","BUSINESS CONSULTANT",119000,PRINCETON,NJ
"MICROSOFT CORPORATION","PROGRAM MANAGER 2",104098,REDMOND,WA
"OXYGEN DEVELOPMENT LLC","COMPLIANCE SPECIALIST",55250,"PALM SPRINGS",FL
"MICROSOFT CORPORATION","PROGRAM MANAGER 2",120000,BELLEVUE,WA
"COMMTECH CONSULTING SERVICES, INC.","TECHNICAL PRODUCT MANAGER",85000,"LAS VEGAS",NV
"MICROSOFT CORPORATION","SENIOR PROGRAM MANAGER",131781,REDMOND,WA
"MICROSOFT CORPORATION","SENIOR PROGRAM MANAGER",145372,REDMOND,WA
"SEARS HOLDINGS MANAGEMENT CORPORATION","MANAGER 1, IM SYSTEMS AND SUPPORT",96500,"HOFFMAN ESTATES",IL
"MICROSOFT CORPORATION","IT OPERATIONS PROGRAM MANAGER",83765,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",110000,REDMOND,WA
"SDL INTERNATIONAL AMERICA INC.","PROGRAM MANAGER",85700,"SAN JOSE",CA
"NABORS CORPORATE SERVICES, INC.","BUSINESS PROCESS MANAGER",100000,HOUSTON,TX
"BHOOLA ENTERPRISES, LLC.","GENERAL MANAGER",67000,BENSALEM,PA
"VIVINT INC","SENIOR DESIGN MANAGER",125000,LEHI,UT
"MICROSOFT CORPORATION","PROGRAM MANAGER 2",115000,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",95000,REDMOND,WA
"DEER PARK TENNIS & FITNESS","CLUB MANAGER",67250,"DEER PARK",NY
"MICROSOFT CORPORATION","PROGRAM MANAGER",109481,ISSAQUAH,WA
"MICROSOFT CORPORATION","IT/OPS PROGRAM MANAGER 2",84969,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",110001,REDMOND,WA
"RHD SERVICE USA CORP.","LOGISTICS MANAGER",51500,MIAMI,FL
"MICROSOFT CORPORATION","SENIOR IT/OPS PROGRAM MANAGER",110429,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER 2",110243,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER 2",117632,REDMOND,WA
"TOLA  CAPITAL MANAGEMENT LLC","CHIEF INVESTMENT OFFICER",200000,CARLSTADT,NJ
"PFIZER INC","GLOBAL REGULATORY TEAM LEADER",119600,COLLEGEVILLE,PA
"MICROSOFT CORPORATION","PROGRAM MANAGER",112516,REDMOND,WA
"MARC JACOBS INTERNATIONAL, LLC","SENIOR RETAIL PLANNING ANALYST",70000,"NEW YORK",NY
"KUEHNE + NAGEL INC.","SEAFREIGHT PRICING MANAGER, TRANS-PACIFIC",70000,"JERSEY CITY",NJ
"MICROSOFT CORPORATION","SENIOR PROGRAM MANAGER",129840,REDMOND,WA
"MICROSOFT CORPORATION","PROGRAM MANAGER",111656,REDMOND,WA
"MECANEX USA INC.","GENERAL MANAGER",87838,BERLIN,CT
"THE TRUSTEES OF PRINCETON UNIVERSITY","ASSOCIATE DIRECTOR",80000,PRINCETON,NJ
"AMERICAN AIRLINES, INC.","COMMUNICATIONS/OCM SPECIALIST",68000,"FORT WORTH",TX
